q,latitude,longitude,result_label,result_score,result_score_next,result_type,result_id,result_housenumber,result_name,result_street,result_postcode,result_city,result_context,result_citycode,result_oldcitycode,result_oldcity,result_district,result_status
AVENUE SALVADOR ALLENDE 91180 ST GERMAIN LES ARPAJON Essonne,48.592397,2.260343,Avenue Salvador Allende 91180 Saint-Germain-lès-Arpajon,0.7730870851370851,,street,91552_0407,,Avenue Salvador Allende,Avenue Salvador Allende,91180,Saint-Germain-lès-Arpajon,"91, Essonne, Île-de-France",91552,,,,ok
11 PLACE DU MARCHE 92370 CHAVILLE Hauts-de-Seine,48.808806,2.18895,11 Place du Marché 92370 Chaville,0.6710918762088974,,housenumber,92022_0765_00011,11,11 Place du Marché,Place du Marché,92370,Chaville,"92, Hauts-de-Seine, Île-de-France",92022,,,,ok
27 RUE CARLE HEBERT 92400 COURBEVOIE Hauts-de-Seine,48.894178,2.255221,27 Rue Carle Hébert 92400 Courbevoie,0.6981090909090908,,housenumber,92026_1455_00027,27,27 Rue Carle Hébert,Rue Carle Hébert,92400,Courbevoie,"92, Hauts-de-Seine, Île-de-France",92026,,,,ok
11 PLACE GABRIEL PERI 93440 DUGNY Seine-Saint-Denis,48.95489,2.417628,11 Place Gabriel Péri 93440 Dugny,0.6291936363636363,,housenumber,93030_4105_00011,11,11 Place Gabriel Péri,Place Gabriel Péri,93440,Dugny,"93, Seine-Saint-Denis, Île-de-France",93030,,,,ok
57 BIS Rue Charles de Gaulle 94430 CHENNEVIERES SUR MARNE Val-de-Marne,48.794875,2.530113,57b Rue du Général de Gaulle 94430 Chennevières-sur-Marne,0.6100164568764568,0.4375464966740576,housenumber,94019_0295_00057_b,57b,57b Rue du Général de Gaulle,Rue du Général de Gaulle,94430,Chennevières-sur-Marne,"94, Val-de-Marne, Île-de-France",94019,,,,ok
218 Rue DE BELLEVILLE 75020 PARIS Paris,48.875231,2.396182,218 Rue de Belleville 75020 Paris,0.8386920574162678,0.5827503557312252,housenumber,75120_0833_00218,218,218 Rue de Belleville,Rue de Belleville,75020,Paris,"75, Paris, Île-de-France",75120,,,Paris 20e Arrondissement,ok
1 TER IMPASSE SAINT NICOLAS 91580 ETRECHY Essonne,48.486706,2.190532,Impasse Saint Nicolas 91580 Étréchy,0.6853648484848485,,street,91226_0635,,Impasse Saint Nicolas,Impasse Saint Nicolas,91580,Étréchy,"91, Essonne, Île-de-France",91226,,,,ok
Rue DES COLIBRIS 93700 DRANCY Seine-Saint-Denis,48.928448,2.426939,Rue des Colibris 93700 Drancy,0.6120369565217391,,street,93029_1555,,Rue des Colibris,Rue des Colibris,93700,Drancy,"93, Seine-Saint-Denis, Île-de-France",93029,,,,ok
120 AVENUE DE LA REPUBLIQUE 93300 AUBERVILLIERS Seine-Saint-Denis,48.90531,2.390213,120 Avenue de la République 93300 Aubervilliers,0.7212154545454544,,housenumber,93001_8120_00120,120,120 Avenue de la République,Avenue de la République,93300,Aubervilliers,"93, Seine-Saint-Denis, Île-de-France",93001,,,,ok
PLACE MICHEL HOUEL 77580 CRECY LA CHAPELLE Seine-et-Marne,48.858052,2.908279,Place Michel Houel 77580 Crécy-la-Chapelle,0.7040916883116882,,street,77142_1043,,Place Michel Houel,Place Michel Houel,77580,Crécy-la-Chapelle,"77, Seine-et-Marne, Île-de-France",77142,,,,ok
11 BOULEVARD DE L ALMONT 77000 MELUN Seine-et-Marne,48.542436,2.678316,11 Boulevard de l'Almont 77000 Melun,0.697930909090909,0.3977957781201849,housenumber,77288_0065_00011,11,11 Boulevard de l'Almont,Boulevard de l'Almont,77000,Melun,"77, Seine-et-Marne, Île-de-France",77288,,,,ok
45 RUE DE BRUNOY 91480 QUINCY SOUS SENART Essonne,48.676522,2.530265,45 Rue de Brunoy 91480 Quincy-sous-Sénart,0.8124948484848484,0.7072593006993007,housenumber,91514_0180_00045,45,45 Rue de Brunoy,Rue de Brunoy,91480,Quincy-sous-Sénart,"91, Essonne, Île-de-France",91514,,,,ok
2 RUE DES CLOSEAUX 95130 FRANCONVILLE LA GARENNE Val-d'Oise,48.985249,2.226565,2 Rue des Closeaux 95130 Franconville,0.6211751410658306,0.5005572727272727,housenumber,95252_0220_00002,2,2 Rue des Closeaux,Rue des Closeaux,95130,Franconville,"95, Val-d'Oise, Île-de-France",95252,,,,ok
83 BOULEVARD CHARLES DE GAULLE 95110 SANNOIS Val-d'Oise,48.972502,2.255364,83 Boulevard Charles de Gaulle 95110 Sannois,0.7885829966329966,,housenumber,95582_0490_00083,83,83 Boulevard Charles de Gaulle,Boulevard Charles de Gaulle,95110,Sannois,"95, Val-d'Oise, Île-de-France",95582,,,,ok
99 Boulevard AUGUSTE BLANQUI 75013 PARIS Paris,48.830071,2.346111,99 Boulevard Auguste Blanqui 75013 Paris,0.8607578787878787,0.5578527272727273,housenumber,75113_0541_00099,99,99 Boulevard Auguste Blanqui,Boulevard Auguste Blanqui,75013,Paris,"75, Paris, Île-de-France",75113,,,Paris 13e Arrondissement,ok
6 Rue DU DOCTEUR TENINE 94250 GENTILLY Val-de-Marne,48.815389,2.347394,6 Rue du Docteur Ténine 94250 Gentilly,0.7250745454545454,,housenumber,94037_2570_00006,6,6 Rue du Docteur Ténine,Rue du Docteur Ténine,94250,Gentilly,"94, Val-de-Marne, Île-de-France",94037,,,,ok
2 AVENUE DU 6 JUIN 1944 95190 GOUSSAINVILLE Val-d'Oise,49.025136,2.464438,2 Avenue du 6 Juin 1944 95190 Goussainville,0.7792925728987993,,housenumber,95280_1608_00002,2,2 Avenue du 6 Juin 1944,Avenue du 6 Juin 1944,95190,Goussainville,"95, Val-d'Oise, Île-de-France",95280,,,,ok
122 RUE VERON 94140 ALFORTVILLE Val-de-Marne,48.807267,2.414775,122 Rue Véron 94140 Alfortville,0.7006567441860465,0.5385780851063829,housenumber,94002_9610_00122,122,122 Rue Véron,Rue Véron,94140,Alfortville,"94, Val-de-Marne, Île-de-France",94002,,,,ok
41 Rue DE VERDUN 94220 CHARENTON LE PONT Val-de-Marne,48.825232,2.405882,41 Rue de Verdun 94220 Charenton-le-Pont,0.7387745454545455,,housenumber,94018_9635_00041,41,41 Rue de Verdun,Rue de Verdun,94220,Charenton-le-Pont,"94, Val-de-Marne, Île-de-France",94018,,,,ok
40 RUE SAINT SAUVEUR 77400 LAGNY SUR MARNE Seine-et-Marne,48.877267,2.703108,40 Rue Saint Sauveur 77400 Lagny-sur-Marne,0.72083987012987,,housenumber,77243_1670_00040,40,40 Rue Saint Sauveur,Rue Saint Sauveur,77400,Lagny-sur-Marne,"77, Seine-et-Marne, Île-de-France",77243,,,,ok
34 RUE DIDEROT 92130 ISSY LES MOULINEAUX Hauts-de-Seine,48.824339,2.272501,34 Rue Diderot 92130 Issy-les-Moulineaux,0.7192429292929292,,housenumber,92040_2540_00034,34,34 Rue Diderot,Rue Diderot,92130,Issy-les-Moulineaux,"92, Hauts-de-Seine, Île-de-France",92040,,,,ok
33 RUE LEON MENU 94360 BRY SUR MARNE Val-de-Marne,48.838915,2.537928,33 Rue Léon Menu 94360 Bry-sur-Marne,0.7184796969696969,,housenumber,94015_5120_00033,33,33 Rue Léon Menu,Rue Léon Menu,94360,Bry-sur-Marne,"94, Val-de-Marne, Île-de-France",94015,,,,ok
1 RUE DE NARBONNE 75007 PARIS Paris,48.853034,2.325008,1 Rue de Narbonne 75007 Paris,0.7990149197860962,,housenumber,75107_6680_00001,1,1 Rue de Narbonne,Rue de Narbonne,75007,Paris,"75, Paris, Île-de-France",75107,,,Paris 7e Arrondissement,ok
63 Boulevard JEAN JAURES 92110 CLICHY Hauts-de-Seine,48.900944,2.305327,63 Boulevard Jean Jaurès 92110 Clichy,0.7096275935828876,0.4461385714285714,housenumber,92024_4730_00063,63,63 Boulevard Jean Jaurès,Boulevard Jean Jaurès,92110,Clichy,"92, Hauts-de-Seine, Île-de-France",92024,,,,ok
2 RUE DU VIADUC 91140 VILLEBON SUR YVETTE Essonne,48.701921,2.246564,2 Rue du Viaduc 91140 Villebon-sur-Yvette,0.8066248484848484,,housenumber,91661_2320_00002,2,2 Rue du Viaduc,Rue du Viaduc,91140,Villebon-sur-Yvette,"91, Essonne, Île-de-France",91661,,,,ok
15 Rue HENRI RIBIERE 75019 PARIS Paris,48.877158,2.395415,15 Rue Henri Ribière 75019 Paris,0.8262062162162161,,housenumber,75119_4591_00015,15,15 Rue Henri Ribière,Rue Henri Ribière,75019,Paris,"75, Paris, Île-de-France",75119,,,Paris 19e Arrondissement,ok
33 AVENUE HENRI BARBUSSE 92700 COLOMBES Hauts-de-Seine,48.921134,2.252717,33 Avenue Henri Barbusse 92700 Colombes,0.7213001200686106,,housenumber,92025_4442_00033,33,33 Avenue Henri Barbusse,Avenue Henri Barbusse,92700,Colombes,"92, Hauts-de-Seine, Île-de-France",92025,,,,ok
191 RUE D ALESIA 75014 PARIS Paris,48.831254,2.315928,191 Rue d'Alésia 75014 Paris,0.8176561983471073,0.5447325358851675,housenumber,75114_0143_00191,191,191 Rue d'Alésia,Rue d'Alésia,75014,Paris,"75, Paris, Île-de-France",75114,,,Paris 14e Arrondissement,ok
16 BOULEVARD BESSIERES 75017 PARIS Paris,48.897775,2.327204,16 Boulevard Bessières 75017 Paris,0.8407916783216782,0.549747019027484,housenumber,75117_0935_00016,16,16 Boulevard Bessières,Boulevard Bessières,75017,Paris,"75, Paris, Île-de-France",75117,,,Paris 17e Arrondissement,ok
60 AVENUE D IENA 75116 PARIS Paris,48.868465,2.295969,60 Avenue d'Iéna 75016 Paris,0.718648831168831,0.45748312354312354,housenumber,75116_4693_00060,60,60 Avenue d'Iéna,Avenue d'Iéna,75016,Paris,"75, Paris, Île-de-France",75116,,,Paris 16e Arrondissement,ok
155 BOULEVARD DAVOUT 75020 PARIS Paris,48.859429,2.4093,155 Boulevard Davout 75020 Paris,0.8365134889434889,,housenumber,75120_2608_00155,155,155 Boulevard Davout,Boulevard Davout,75020,Paris,"75, Paris, Île-de-France",75120,,,Paris 20e Arrondissement,ok
191 RUE D ALESIA 75014 PARIS Paris,48.831254,2.315928,191 Rue d'Alésia 75014 Paris,0.8176561983471073,0.5447325358851675,housenumber,75114_0143_00191,191,191 Rue d'Alésia,Rue d'Alésia,75014,Paris,"75, Paris, Île-de-France",75114,,,Paris 14e Arrondissement,ok
101 ALLEE DES OEILLETS 77176 NANDY Seine-et-Marne,48.587847,2.566267,101 Allée des Oeillets 77176 Nandy,0.6728836363636364,,housenumber,77326_0244_00101,101,101 Allée des Oeillets,Allée des Oeillets,77176,Nandy,"77, Seine-et-Marne, Île-de-France",77326,,,,ok
6 AVENUE DU MARECHAL JOFFRE 77680 ROISSY EN BRIE Seine-et-Marne,48.791692,2.666536,6 Avenue du Maréchal Joffre 77680 Roissy-en-Brie,0.7417322873900293,,housenumber,77390_0630_00006,6,6 Avenue du Maréchal Joffre,Avenue du Maréchal Joffre,77680,Roissy-en-Brie,"77, Seine-et-Marne, Île-de-France",77390,,,,ok
45 RUE DE BRUNOY 91480 QUINCY SOUS SENART Essonne,48.676522,2.530265,45 Rue de Brunoy 91480 Quincy-sous-Sénart,0.8124948484848484,0.7072593006993007,housenumber,91514_0180_00045,45,45 Rue de Brunoy,Rue de Brunoy,91480,Quincy-sous-Sénart,"91, Essonne, Île-de-France",91514,,,,ok
25 Boulevard DE PICPUS 75012 PARIS Paris,48.84275,2.401119,25 Boulevard de Picpus 75012 Paris,0.8397934965034964,0.5592415644820294,housenumber,75112_7401_00025,25,25 Boulevard de Picpus,Boulevard de Picpus,75012,Paris,"75, Paris, Île-de-France",75112,,,Paris 12e Arrondissement,ok
77 BOULEVARD JEAN JAURES 92110 CLICHY Hauts-de-Seine,48.901756,2.304666,77 Boulevard Jean Jaurès 92110 Clichy,0.7096275935828876,0.4461385714285714,housenumber,92024_4730_00077,77,77 Boulevard Jean Jaurès,Boulevard Jean Jaurès,92110,Clichy,"92, Hauts-de-Seine, Île-de-France",92024,,,,ok
63 BOULEVARD VICTOR HUGO 92200 NEUILLY SUR SEINE Hauts-de-Seine,48.893158,2.273487,63 Boulevard Victor Hugo 92200 Neuilly-sur-Seine,0.7541495601173019,,housenumber,92051_9638_00063,63,63 Boulevard Victor Hugo,Boulevard Victor Hugo,92200,Neuilly-sur-Seine,"92, Hauts-de-Seine, Île-de-France",92051,,,,ok
258 BIS RUE DE PARIS 93100 MONTREUIL Seine-Saint-Denis,48.85491,2.418115,258bis Rue de Paris 93100 Montreuil,0.628180101010101,0.43030373040752345,housenumber,93048_7135_00258_bis,258bis,258bis Rue de Paris,Rue de Paris,93100,Montreuil,"93, Seine-Saint-Denis, Île-de-France",93048,,,,ok
42 RUE EDMOND NOCARD 94700 MAISONS ALFORT Val-de-Marne,48.812621,2.428868,42 Rue Edmond Nocard 94700 Maisons-Alfort,0.7488118010291596,,housenumber,94046_3120_00042,42,42 Rue Edmond Nocard,Rue Edmond Nocard,94700,Maisons-Alfort,"94, Val-de-Marne, Île-de-France",94046,,,,ok
95 BIS BOULEVARD JEAN JAURES 94260 FRESNES Val-de-Marne,48.75341,2.312088,95bis Boulevard Jean Jaurès 94260 Fresnes,0.7061880991735536,,housenumber,94034_4725_00095_bis,95bis,95bis Boulevard Jean Jaurès,Boulevard Jean Jaurès,94260,Fresnes,"94, Val-de-Marne, Île-de-France",94034,,,,ok
45 Rue DES SAINTS PERES 75006 PARIS Paris,48.85554,2.331294,45 Rue des Saints-Pères 75006 Paris,0.8329536363636363,0.6279442148760329,housenumber,75106_8767_00045,45,45 Rue des Saints-Pères,Rue des Saints-Pères,75006,Paris,"75, Paris, Île-de-France",75106,,,Paris 6e Arrondissement,ok
128 BOULEVARD MACDONALD 75019 PARIS Paris,48.899071,2.380432,128 Boulevard Macdonald 75019 Paris,0.8475554545454544,,housenumber,75119_5876_00128,128,128 Boulevard Macdonald,Boulevard Macdonald,75019,Paris,"75, Paris, Île-de-France",75119,,,Paris 19e Arrondissement,ok
4 Place NELSON MANDELA 77290 MITRY MORY Seine-et-Marne,48.962613,2.585368,4 Place Nelson Mandela 77290 Mitry-Mory,0.7028619382504286,,housenumber,77294_0945_00004,4,4 Place Nelson Mandela,Place Nelson Mandela,77290,Mitry-Mory,"77, Seine-et-Marne, Île-de-France",77294,,,,ok
60 RUE CLAUDE DECAEN 75012 PARIS Paris,48.836912,2.398308,60 Rue Claude Decaen 75012 Paris,0.8314807616707616,,housenumber,75112_2076_00060,60,60 Rue Claude Decaen,Rue Claude Decaen,75012,Paris,"75, Paris, Île-de-France",75112,,,Paris 12e Arrondissement,ok
1 PLACE BAD WIESSEE 91410 DOURDAN Essonne,48.527025,2.010627,1 Place Bad Wiessee 91410 Dourdan,0.7717827272727272,0.6262031313131313,housenumber,91200_qbpizt_00001,1,1 Place Bad Wiessee,Place Bad Wiessee,91410,Dourdan,"91, Essonne, Île-de-France",91200,,,,ok
21 RUE DE CHAZELLES 75017 PARIS Paris,48.879962,2.304278,21 Rue de Chazelles 75017 Paris,0.8242157575757576,,housenumber,75117_1959_00021,21,21 Rue de Chazelles,Rue de Chazelles,75017,Paris,"75, Paris, Île-de-France",75117,,,Paris 17e Arrondissement,ok
10 RUE DU CLARISSE 91470 LIMOURS Essonne,48.646644,2.079033,10 Rue du Clarisse 91470 Limours,0.7656425407925407,,housenumber,91338_0300_00010,10,10 Rue du Clarisse,Rue du Clarisse,91470,Limours,"91, Essonne, Île-de-France",91338,,,,ok
46 RUE DE LA DIVISION LECLERC 91160 SAULX LES CHARTREUX Essonne,48.691938,2.265871,46 Rue de la Division Leclerc 91160 Saulx-les-Chartreux,0.8518115835777126,,housenumber,91587_0360_00046,46,46 Rue de la Division Leclerc,Rue de la Division Leclerc,91160,Saulx-les-Chartreux,"91, Essonne, Île-de-France",91587,,,,ok
6 AVENUE SAINT LAURENT 91400 ORSAY Essonne,48.698844,2.188573,6 Avenue Saint-laurent 91400 Orsay,0.7917845898004434,0.6139883838383838,housenumber,91471_2910_00006,6,6 Avenue Saint-laurent,Avenue Saint-laurent,91400,Orsay,"91, Essonne, Île-de-France",91471,,,,ok
15 Rue DE L ATLAS 75019 PARIS Paris,48.874873,2.376117,15 Rue de l'Atlas 75019 Paris,0.8137340106951871,0.6195178321678321,housenumber,75119_0512_00015,15,15 Rue de l'Atlas,Rue de l'Atlas,75019,Paris,"75, Paris, Île-de-France",75119,,,Paris 19e Arrondissement,ok
78 AVENUE GAMBETTA 75020 PARIS Paris,48.869136,2.402321,78 Avenue Gambetta 75020 Paris,0.827474025974026,0.5661990909090908,housenumber,75120_3933_00078,78,78 Avenue Gambetta,Avenue Gambetta,75020,Paris,"75, Paris, Île-de-France",75120,,,Paris 20e Arrondissement,ok
2 Mail DE L'EGALITE 93120 LA COURNEUVE Seine-Saint-Denis,48.925634,2.390983,2 Mail de l’Egalite 93120 La Courneuve,0.6627757024793388,,housenumber,93027_3150_00002,2,2 Mail de l’Egalite,Mail de l’Egalite,93120,La Courneuve,"93, Seine-Saint-Denis, Île-de-France",93027,,,,ok
42 AVENUE DE FONTAINEBLEAU 94270 LE KREMLIN BICETRE Val-de-Marne,48.813495,2.361004,42 Avenue de Fontainebleau 94270 Le Kremlin-Bicêtre,0.7846770851370851,,housenumber,94043_3550_00042,42,42 Avenue de Fontainebleau,Avenue de Fontainebleau,94270,Le Kremlin-Bicêtre,"94, Val-de-Marne, Île-de-France",94043,,,,ok
83 RUE DE L OURCQ 75019 PARIS Paris,48.893015,2.377504,83 Rue de l'Ourcq 75019 Paris,0.8220167379679143,,housenumber,75119_6980_00083,83,83 Rue de l'Ourcq,Rue de l'Ourcq,75019,Paris,"75, Paris, Île-de-France",75119,,,Paris 19e Arrondissement,ok
1 TER PL HENRI DEUTSCH DE LA MEURTHE 78920 ECQUEVILLY Yvelines,48.94995,1.922444,Pl Henri Deutsch de la Meurthe 78920 Ecquevilly,0.729687600596125,,street,78206_0095,,Pl Henri Deutsch de la Meurthe,Pl Henri Deutsch de la Meurthe,78920,Ecquevilly,"78, Yvelines, Île-de-France",78206,,,,ok
54 BOULEVARD ARISTIDE BRIAND 77000 MELUN Seine-et-Marne,48.543372,2.650517,54 Boulevard Aristide Briand 77000 Melun,0.7207120202020201,,housenumber,77288_0090_00054,54,54 Boulevard Aristide Briand,Boulevard Aristide Briand,77000,Melun,"77, Seine-et-Marne, Île-de-France",77288,,,,ok
22 Rue HENRI BARBUSSE 94260 FRESNES Val-de-Marne,48.757178,2.322867,22 Rue Henri Barbusse 94260 Fresnes,0.7166847775628626,,housenumber,94034_4430_00022,22,22 Rue Henri Barbusse,Rue Henri Barbusse,94260,Fresnes,"94, Val-de-Marne, Île-de-France",94034,,,,ok
11 PASSAGE DE FLANDRE 75019 PARIS Paris,48.887027,2.373796,11 Passage de Flandre 75019 Paris,0.8287784210526314,,housenumber,75119_3660_00011,11,11 Passage de Flandre,Passage de Flandre,75019,Paris,"75, Paris, Île-de-France",75119,,,Paris 19e Arrondissement,ok
1 RUE JEAN DE LA FONTAINE 78260 ACHERES Yvelines,48.957793,2.068503,1 Rue Jean de la Fontaine 78260 Achères,0.7803887620889748,0.5039782531194295,housenumber,78005_0219_00001,1,1 Rue Jean de la Fontaine,Rue Jean de la Fontaine,78260,Achères,"78, Yvelines, Île-de-France",78005,,,,ok
3 Rue DE LA PAIX 92231 GENNEVILLIERS CEDEX Hauts-de-Seine,48.934573,2.297017,3 Rue de la Paix 92230 Gennevilliers,0.5745559247648903,,housenumber,92036_7100_00003,3,3 Rue de la Paix,Rue de la Paix,92230,Gennevilliers,"92, Hauts-de-Seine, Île-de-France",92036,,,,ok
87 BOULEVARD DE PORT ROYAL 75013 PARIS Paris,48.838013,2.342774,87 Boulevard de Port-Royal 75013 Paris,0.8483564693446087,0.5552569696969696,housenumber,75113_7740_00087,87,87 Boulevard de Port-Royal,Boulevard de Port-Royal,75013,Paris,"75, Paris, Île-de-France",75113,,,Paris 13e Arrondissement,ok
217 AVENUE DE LA DIVISION LECLERC 92160 ANTONY Hauts-de-Seine,48.737258,2.30186,217 Avenue de la Division Leclerc 92160 Antony,0.7515863636363637,,housenumber,92002_2520_00217,217,217 Avenue de la Division Leclerc,Avenue de la Division Leclerc,92160,Antony,"92, Hauts-de-Seine, Île-de-France",92002,,,,ok
185 Rue RAYMOND LOSSERAND 75014 PARIS Paris,48.829796,2.310073,185 Rue Raymond Losserand 75014 Paris,0.8529489610389609,,housenumber,75114_8061_00185,185,185 Rue Raymond Losserand,Rue Raymond Losserand,75014,Paris,"75, Paris, Île-de-France",75114,,,Paris 14e Arrondissement,ok
21 RUE MOXOURIS 78150 LE CHESNAY Yvelines,48.830389,2.11996,21 Rue Moxouris 78150 Le Chesnay-Rocquencourt,0.6203678321678321,,housenumber,78158_0760_00021,21,21 Rue Moxouris,Rue Moxouris,78150,Le Chesnay-Rocquencourt,"78, Yvelines, Île-de-France",78158,78158,Le Chesnay,,ok
14 RUE ABEL FAUVEAU 95170 DEUIL LA BARRE Val-d'Oise,48.961565,2.327114,14 Rue Abel Fauveau 95170 Deuil-la-Barre,0.7680918181818182,,housenumber,95197_0010_00014,14,14 Rue Abel Fauveau,Rue Abel Fauveau,95170,Deuil-la-Barre,"95, Val-d'Oise, Île-de-France",95197,,,,ok
39 Rue CASTERES 92110 CLICHY Hauts-de-Seine,48.90081,2.301396,39 Rue Castérès 92110 Clichy,0.6466383116883117,,housenumber,92024_1420_00039,39,39 Rue Castérès,Rue Castérès,92110,Clichy,"92, Hauts-de-Seine, Île-de-France",92024,,,,ok
8 AVENUE JEAN LURCAT 78330 FONTENAY LE FLEURY Yvelines,48.811089,2.04718,8 Avenue Jean Lurçat 78330 Fontenay-le-Fleury,0.8058378902229845,,housenumber,78242_0315_00008,8,8 Avenue Jean Lurçat,Avenue Jean Lurçat,78330,Fontenay-le-Fleury,"78, Yvelines, Île-de-France",78242,,,,ok
66 AVENUE FRANCOIS MITTERAND 94000 CRETEIL Val-de-Marne,48.768199,2.468912,66 Avenue François Mitterrand 94000 Créteil,0.7408332231404958,,housenumber,94028_3599_00066,66,66 Avenue François Mitterrand,Avenue François Mitterrand,94000,Créteil,"94, Val-de-Marne, Île-de-France",94028,,,,ok
24 RUE DE CONDE 75006 PARIS Paris,48.850271,2.337911,24 Rue de Condé 75006 Paris,0.7977954545454545,,housenumber,75106_2263_00024,24,24 Rue de Condé,Rue de Condé,75006,Paris,"75, Paris, Île-de-France",75106,,,Paris 6e Arrondissement,ok
61 AVENUE FRANKLIN DELANO ROOSEVELT 75008 PARIS Paris,48.871643,2.309873,61 Avenue Franklin D. Roosevelt 75008 Paris,0.7470508919382504,,housenumber,75108_3824_00061,61,61 Avenue Franklin D. Roosevelt,Avenue Franklin D. Roosevelt,75008,Paris,"75, Paris, Île-de-France",75108,,,Paris 8e Arrondissement,ok
87 RUE DE CHARONNE 75011 PARIS Paris,48.854035,2.382191,87 Rue de Charonne 75011 Paris,0.8263349350649349,0.6063882644628099,housenumber,75111_1888_00087,87,87 Rue de Charonne,Rue de Charonne,75011,Paris,"75, Paris, Île-de-France",75111,,,Paris 11e Arrondissement,ok
28 AVENUE DE LINGENFELD 77200 TORCY Seine-et-Marne,48.844384,2.653938,28 Avenue de Lingenfeld 77200 Torcy,0.6885568645640073,,housenumber,77468_0281_00028,28,28 Avenue de Lingenfeld,Avenue de Lingenfeld,77200,Torcy,"77, Seine-et-Marne, Île-de-France",77468,,,,ok
12 PLACE DU SANCERROIS 78310 MAUREPAS Yvelines,48.762116,1.94488,12 Place du Sancerrois 78310 Maurepas,0.7794309090909091,,housenumber,78383_1053_00012,12,12 Place du Sancerrois,Place du Sancerrois,78310,Maurepas,"78, Yvelines, Île-de-France",78383,,,,ok
14 RUE DE LA GRANGE DIME 78440 PORCHEVILLE Yvelines,48.971604,1.778912,14 Rue de la Grange Dime 78440 Porcheville,0.7879863636363635,0.7222954545454545,housenumber,78501_0480_00014,14,14 Rue de la Grange Dime,Rue de la Grange Dime,78440,Porcheville,"78, Yvelines, Île-de-France",78501,,,,ok
87 BOULEVARD DE PORT ROYAL 75013 PARIS Paris,48.838013,2.342774,87 Boulevard de Port-Royal 75013 Paris,0.8483564693446087,0.5552569696969696,housenumber,75113_7740_00087,87,87 Boulevard de Port-Royal,Boulevard de Port-Royal,75013,Paris,"75, Paris, Île-de-France",75113,,,Paris 13e Arrondissement,ok
3 RUE DE LA LIBERATION 91770 ST VRAIN Essonne,48.5419,2.333143,3 Rue de la Libération 91770 Saint-Vrain,0.7151669696969697,,housenumber,91579_0120_00003,3,3 Rue de la Libération,Rue de la Libération,91770,Saint-Vrain,"91, Essonne, Île-de-France",91579,,,,ok
